Player_ID,Nationality,Year,Game,Total_Year,Total_Overall
Bunny,Denmark ,2015,StarCraft II,76105.95,76105.95
Rogue,Korea,2015,StarCraft II,78976.49,78976.49
HyuN,Korea,2015,StarCraft II,233313.6,234662.5
Dark,Korea,2015,StarCraft II,258337.62,258337.62
FireCake,France ,2015,StarCraft II,52139.93,52139.93
Jaedong,Korea,2015,StarCraft II,224833.53,621711.55
soO,Korea,2015,StarCraft II,165518.99,174461.49
Trap,Korea,2015,StarCraft II,112947.36,112947.36
Jim,China ,2015,StarCraft II,112802.15,112802.15
TooDming,China ,2015,StarCraft II,108322.5,109081.11
fOrGG,Korea,2015,StarCraft II,146004.11,231452.46
MarineLorD,France,2015,StarCraft II,63984.05,64543.49
MaNa,Poland,2015,StarCraft II,168507.7,169304.65
ShoWTimE,Germany ,2015,StarCraft II,163214.43,163214.43
TLO,Germany ,2015,StarCraft II,91856.03,91856.03
MacSed,China ,2015,StarCraft II,83271.23,83764.2
MMA,Korea,2015,StarCraft II,395456.54,395456.54
viOLet,Korea,2015,StarCraft II,183368.96,187555.93
MajOr,Mexico ,2015,StarCraft II,107161.43,107411.43
TY,Korea,2015,StarCraft II,414604.68,422679.35
HuK,Canada ,2015,StarCraft II,146635.93,149635.93
Kelazhur,Brazil ,2015,StarCraft II,64540.46,64540.46
FanTaSy,Korea,2015,StarCraft II,38799.2,164876.86
TRUE,Korea,2015,StarCraft II,123071.66,123071.66
Petraeus,New Zealand ,2015,StarCraft II,29159.32,29159.32
GunGFuBanDa,Germany ,2015,StarCraft II,28612.24,28612.24
Kane,Canada ,2015,StarCraft II,28160.16,28160.16
MaSa,Canada ,2015,StarCraft II,68289.14,68289.14
Sen,Taiwan,2015,StarCraft II,134297.82,140514.94
iaguz,Australia ,2015,StarCraft II,48941.43,48941.43
Harstem,Netherlands ,2015,StarCraft II,70895.66,70895.66
Has,Taiwan,2015,StarCraft II,62447.03,62447.03
Zanster,Sweden ,2015,StarCraft II,46523.25,46523.25
elfi,Finland ,2015,StarCraft II,46848.42,53701.46
XiGua,China,2015,StarCraft II,106673.98,106673.98
Curious,Korea,2015,StarCraft II,75417.18,75417.18
Elazer,Poland ,2015,StarCraft II,86359.86,86359.86
Nerchio,Poland ,2015,StarCraft II,276882.1,276882.1
Stats,Korea,2015,StarCraft II,221660.63,226979.52
Bbyong,Korea,2015,StarCraft II,43743.44,43743.44
GuMiho,Korea,2015,StarCraft II,93552.61,93552.61
Serral,Finland,2015,StarCraft II,44512.73,44512.73
HeRoMaRinE,Germany,2015,StarCraft II,56667.12,56667.12
Leenock,Korea,2015,StarCraft II,261224.28,261224.28
Bly,Ukraine ,2015,StarCraft II,83160.04,83300.88
Sorry,Korea,2015,StarCraft II,20962.49,20962.49
JonSnow,United States ,2015,StarCraft II,24329.07,24329.07
Bomber,Korea,2015,StarCraft II,256952.14,258335.13
MC,Korea,2015,StarCraft II,506645.42,506725.69
Welmu,Finland ,2015,StarCraft II,61155.34,61180.34
Mystery,China ,2015,StarCraft II,12364.86,12364.86
NaNiwa,Sweden ,2015,StarCraft II,177328.02,178512
Ret,Netherlands ,2015,StarCraft II,73302.24,77066.67
Happy,Russia,2015,StarCraft II,63545.5,94459.64
StarDust,Korea,2015,StarCraft II,111579.95,111579.95
Sacsri,Korea,2015,StarCraft II,31503.48,31503.48
Flash,Korea,2015,StarCraft II,95488.34,536347.68
XY,China ,2015,StarCraft II,59141.22,59141.22
PtitDrogo,France ,2015,StarCraft II,69111.88,69111.88
Patience,Korea,2015,StarCraft II,111914.18,111914.18
uThermal,Netherlands ,2015,StarCraft II,69521.14,69521.14
Shana,China ,2015,StarCraft II,13380.66,13380.66
Byun,Korea,2015,StarCraft II,367365.28,367365.28
Dear,Korea,2015,StarCraft II,138327.55,138788.02
puCK,United States ,2015,StarCraft II,45935.31,45935.31
MyuNgSiK,Korea,2015,StarCraft II,47573.75,47573.75
Xenocider,United States ,2015,StarCraft II,20245,20245
LosirA,Korea,2015,StarCraft II,94467.6,94467.6
PiG,Australia ,2015,StarCraft II,24156.7,24156.7
Soulkey,Korea,2015,StarCraft II,155784.34,162927.37
Cure,Korea,2015,StarCraft II,64043.56,64043.56
qxc,United States ,2015,StarCraft II,20832.06,20832.06
NXZ,Australia ,2015,StarCraft II,8614.93,8614.93
Suppy,United States ,2015,StarCraft II,27802.75,27802.75
Ian,Taiwan,2015,StarCraft II,19862.97,19862.97
Starbuck,Slovenia ,2015,StarCraft II,15356.88,15356.88
Lambo,Germany ,2015,StarCraft II,15838.27,15838.27
TargA,Norway ,2015,StarCraft II,38760.11,38760.11
MorroW,Sweden ,2015,StarCraft II,40679.55,40679.55
KeeN,Korea,2015,StarCraft II,60871.77,60871.77
Bails,United States ,2015,StarCraft II,11712.05,11712.05
Impact,Korea,2015,StarCraft II,41295.05,41295.05
Beastyqt,Serbia ,2015,StarCraft II,18611.75,18611.75
Byun,Korea,2016,StarCraft II,367365.28,367365.28
Dark,Korea,2016,StarCraft II,258337.62,258337.62
Snute,Norway ,2016,StarCraft II,305639.21,305639.21
Nerchio,Poland ,2016,StarCraft II,276882.1,276882.1
Stats,Korea,2016,StarCraft II,221660.63,226979.52
Neeb,United States,2016,StarCraft II,191611.5,191611.5
ShoWTimE,Germany ,2016,StarCraft II,163214.43,163214.43
Solar,Korea,2016,StarCraft II,202101.66,202101.66
Zest,Korea,2016,StarCraft II,317406.69,317406.69
TY,Korea,2016,StarCraft II,414604.68,422679.35
Polt,Korea,2016,StarCraft II,451599.1,451599.1
Patience,Korea,2016,StarCraft II,111914.18,111914.18
Elazer,Poland ,2016,StarCraft II,86359.86,86359.86
TRUE,Korea,2016,StarCraft II,123071.66,123071.66
PtitDrogo,France ,2016,StarCraft II,69111.88,69111.88
Hydra,Korea,2016,StarCraft II,147391.89,211227.74
uThermal,Netherlands ,2016,StarCraft II,69521.14,69521.14
sOs,Korea,2016,StarCraft II,476086.9,476537.35
Scarlett,Canada,2016,StarCraft II,174812.83,174812.83
viOLet,Korea,2016,StarCraft II,183368.96,187555.93
Kelazhur,Brazil ,2016,StarCraft II,64540.46,64540.46
Harstem,Netherlands ,2016,StarCraft II,70895.66,70895.66
TooDming,China,2016,StarCraft II,108322.5,109081.11
MaSa,Canada ,2016,StarCraft II,68289.14,68289.14
Dear,Korea,2016,StarCraft II,138327.55,138788.02
INnoVation,Korea,2016,StarCraft II,345421.01,348918.71
MarineLorD,France,2016,StarCraft II,63984.05,64543.49
iAsonu,China ,2016,StarCraft II,91694.07,91694.07
Cure,Korea,2016,StarCraft II,64043.56,64043.56
Maru,Korea,2016,StarCraft II,304216.21,304216.21
Trap,Korea,2016,StarCraft II,112947.36,112947.36
MajOr,Mexico ,2016,StarCraft II,107161.43,107411.43
Has,Taiwan,2016,StarCraft II,62447.03,62447.03
Rogue,Korea,2016,StarCraft II,78976.49,78976.49
Classic,Korea,2016,StarCraft II,219626.04,222306.09
Cyan,China ,2016,StarCraft II,33823.59,33823.59
Bly,Ukraine ,2016,StarCraft II,83160.04,83300.88
Cham,Mexico ,2016,StarCraft II,26843.17,26843.17
aLive,Korea,2016,StarCraft II,166781.99,166781.99
SortOf,Sweden ,2016,StarCraft II,53875.89,53875.89
GuMiho,Korea,2016,StarCraft II,93552.61,93552.61
XY,China ,2016,StarCraft II,59141.22,59141.22
herO,Korea,2016,StarCraft II,200412.51,200412.51
MyuNgSiK,Korea,2016,StarCraft II,47573.75,47573.75
soO,Korea,2016,StarCraft II,165518.99,174461.49
iaguz,Australia ,2016,StarCraft II,48941.43,48941.43
MaNa,Poland ,2016,StarCraft II,168507.7,169304.65
puCK,United States ,2016,StarCraft II,45935.31,45935.31
Stephano,France ,2016,StarCraft II,276666.02,276666.02
XiGua,China ,2016,StarCraft II,106673.98,106673.98
HeRoMaRinE,Germany,2016,StarCraft II,56667.12,56667.12
Trust,Korea,2016,StarCraft II,22751.08,22751.08
Creator,Korea,2016,StarCraft II,114050.75,114050.75
Ryung,Korea,2016,StarCraft II,90309.64,90309.64
HuK,Canada ,2016,StarCraft II,146635.93,149635.93
ByuL,Korea,2016,StarCraft II,95892.47,95892.47
LosirA,Korea,2016,StarCraft II,94467.6,94467.6
FireCake,France ,2016,StarCraft II,52139.93,52139.93
Lilbow,France ,2016,StarCraft II,90849.56,91454.2
Super,Korea,2016,StarCraft II,37080.79,37080.79
Serral,Finland,2016,StarCraft II,44512.73,44512.73
Soulkey,Korea,2016,StarCraft II,155784.34,162927.37
Dream,Korea,2016,StarCraft II,70551,70551
Welmu,Finland ,2016,StarCraft II,61155.34,61180.34
Reality,Korea,2016,StarCraft II,28048.5,29979.42
Dayshi,France ,2016,StarCraft II,40547.92,40656.05
RagnaroK,Korea,2016,StarCraft II,37040.1,37040.1
Bunny,Korea,2016,StarCraft II,23756.81,23756.81
TaeJa,Korea,2016,StarCraft II,284752.52,284752.52
Jim,China,2016,StarCraft II,112802.15,112802.15
Leenock,Korea,2016,StarCraft II,261224.28,261224.28
JieShi,China,2016,StarCraft II,9067.61,9067.61
Hurricane,Korea,2016,StarCraft II,37304.83,37304.83
PiLiPiLi,Kazakhstan ,2016,StarCraft II,15518.36,15518.36
TIME,China ,2016,StarCraft II,11772.79,11772.79
Coffee,China,2016,StarCraft II,9955.49,9955.49
Impact,Korea,2016,StarCraft II,41295.05,41295.05
Seither,Australia ,2016,StarCraft II,8053.9,8053.9
DeParture,Korea,2016,StarCraft II,13150.5,13150.5
Jjakji,Korea,2016,StarCraft II,124469.06,124469.06
Stork,Korea,2016,StarCraft II,17974.41,270439.03
EnDerr,Philippines ,2016,StarCraft II,15955.66,15955.66
Bomber,Korea,2016,StarCraft II,256952.14,258335.13
Guru,Poland ,2016,StarCraft II,8707.93,8707.93
SpeeD,Korea,2016,StarCraft II,6250,6250
Drager,South Africa ,2016,StarCraft II,5993,5993
DongRaeGu,Korea,2016,StarCraft II,259858.98,259858.98
TLO,Germany ,2016,StarCraft II,91856.03,91856.03
Armani,Korea,2016,StarCraft II,12094.54,12094.54
Forte,Korea,2016,StarCraft II,9478.08,9478.08
Zanster,Sweden,2016,StarCraft II,46523.25,46523.25
Seed,Korea,2016,StarCraft II,79729.38,79729.38
HyuN,Korea,2016,StarCraft II,233313.6,234662.5
HerO,Korea,2016,StarCraft II,264105.72,264105.72
Curious,Korea,2016,StarCraft II,75417.18,75417.18
PartinG,Korea,2016,StarCraft II,355604.37,355604.37
KeeN,Korea,2016,StarCraft II,60871.77,60871.77
Symbol,Korea,2016,StarCraft II,94856.43,94856.43
Happy,Russia,2016,StarCraft II,63545.5,94459.64
Namshar,Sweden ,2016,StarCraft II,12524.11,12524.11
